,score,salary,happiness,Age
159,4.0,79084.89503904343,20.0,41.0
160,68.0,210560.0390640985,81.0,65.0
161,95.0,145002.3223057518,61.0,45.0
162,51.0,83939.60845497498,20.0,74.0
163,72.0,118202.608391124,41.0,77.0
164,62.0,124664.33309463438,60.0,22.0
165,6.0,114246.41545499089,60.0,34.0
166,14.0,105128.27461475597,21.0,35.0
167,17.0,-15632.662458444976,1.0,66.0
168,55.0,107174.20127550291,41.0,54.0
169,5.0,53706.42700520028,1.0,73.0
170,92.0,149266.636721696,81.0,80.0
171,94.0,113925.4107221358,60.0,42.0
172,23.0,119071.11285107562,41.0,77.0
173,19.0,98050.837715691,21.0,57.0
174,92.0,148680.22867549557,100.0,52.0
175,4.0,116587.65019752028,41.0,75.0
176,72.0,167654.9582768959,81.0,80.0
177,20.0,104608.18314467142,21.0,44.0
178,22.0,115897.35016980694,60.0,72.0
179,28.0,89092.78161388249,40.0,57.0
180,81.0,182263.29264498092,100.0,31.0
181,37.0,110261.5735428002,60.0,58.0
182,81.0,123307.30206184898,60.0,77.0
183,2.0,46687.04695367826,20.0,77.0
184,79.0,125642.9776603001,61.0,32.0
185,41.0,129340.3188878918,61.0,50.0
186,43.0,122246.0115416529,60.0,25.0
187,7.0,88053.63284366425,21.0,48.0
188,88.0,187776.4775354277,100.0,59.0
189,22.0,67767.92141136463,20.0,68.0
190,92.0,101603.00718236824,21.0,28.0
191,89.0,147784.70471265414,80.0,30.0
192,22.0,114598.75025942962,41.0,78.0
193,89.0,141065.0094835868,61.0,71.0
194,97.0,116722.43671023576,60.0,51.0
195,96.0,176016.1598405861,100.0,70.0
196,39.0,112720.9244202511,60.0,29.0
197,66.0,82093.90455239992,1.0,39.0
198,55.0,136939.82429159043,61.0,60.0
199,67.0,170033.079964607,81.0,37.0
200,72.0,167537.33733765082,81.0,40.0
201,89.0,103350.82104276176,21.0,36.0
202,30.0,142434.30571737615,80.0,48.0
203,62.0,128551.13199335478,80.0,30.0
204,5.0,108527.31507646508,60.0,43.0
205,76.0,122691.4345653762,41.0,34.0
206,96.0,160780.963988242,81.0,21.0
207,1.0,53983.13851010317,1.0,48.0
208,46.0,81970.44756691394,20.0,68.0
209,43.0,124898.6566757735,41.0,60.0
210,59.0,142071.39897690827,80.0,33.0
211,46.0,72177.20609670879,20.0,45.0
212,35.0,98426.4125110999,21.0,32.0
213,51.0,94095.74572847744,40.0,26.0
214,52.0,124862.10959212515,60.0,79.0
215,4.0,144796.61053574475,61.0,30.0
216,46.0,155379.41041281496,100.0,56.0
217,48.0,59080.35647704106,20.0,35.0
218,72.0,117920.21736521636,60.0,59.0
219,25.0,122390.2786533012,60.0,71.0
220,25.0,114492.2476052841,60.0,77.0
221,14.0,18674.21058158992,20.0,46.0
222,33.0,171912.60586337154,100.0,28.0
223,39.0,102682.7082812637,40.0,36.0
224,26.0,118904.76841954136,60.0,24.0
225,88.0,112947.64561258588,60.0,22.0
226,59.0,122565.04145257988,41.0,47.0
227,58.0,102612.75060894906,40.0,51.0
228,65.0,144612.9868190288,80.0,73.0
229,14.0,93918.00361203446,21.0,65.0
230,75.0,137271.30171702214,61.0,26.0
231,41.0,112139.9687174895,41.0,64.0
232,77.0,200699.17649716625,100.0,45.0
233,28.0,118633.36753817405,60.0,37.0
234,25.0,101907.35816235236,40.0,23.0
235,17.0,78094.88302466227,20.0,25.0
236,8.0,123826.8144027743,60.0,38.0
237,6.0,76916.18482635194,20.0,63.0
238,92.0,198408.3500508744,100.0,25.0
239,79.0,164031.93604732625,81.0,28.0
240,30.0,126962.97120582392,80.0,57.0
241,22.0,124938.70563026267,41.0,32.0
242,69.0,153274.72294113046,81.0,47.0
243,52.0,102002.143153033,21.0,77.0
244,8.0,109177.60983169268,41.0,78.0
245,33.0,138323.7569514715,61.0,31.0
246,8.0,76914.8563727387,20.0,67.0
247,43.0,107449.69187205116,60.0,21.0
248,23.0,72663.26960334257,1.0,77.0
249,4.0,70807.67589850526,20.0,52.0
250,76.0,17572.60983468991,1.0,30.0
251,51.0,120665.62714088982,60.0,66.0
252,63.0,171954.25962780154,81.0,75.0
253,8.0,116931.63071182104,41.0,55.0
254,39.0,95578.86109063358,40.0,41.0
255,73.0,140805.48287306537,61.0,34.0
256,11.0,102669.36511207164,21.0,59.0
257,89.0,97784.98527348173,40.0,34.0
258,49.0,150089.7683570536,81.0,43.0
259,90.0,144560.0788946903,61.0,44.0
260,3.0,88909.23281768663,40.0,26.0
261,11.0,118997.15274651482,60.0,45.0
262,54.0,159816.8361538991,81.0,66.0
263,2.0,146508.9838416763,61.0,29.0
264,99.0,140952.28390289444,80.0,66.0
265,25.0,129776.00948198725,61.0,56.0
266,87.0,167938.3540787003,81.0,70.0
267,32.0,114473.34135283792,60.0,43.0
268,78.0,146656.7175269141,80.0,76.0
269,58.0,129479.90451354191,61.0,47.0
270,28.0,58592.26541158999,1.0,28.0
271,97.0,-20946.363595958217,1.0,38.0
272,88.0,160502.9713866882,100.0,28.0
273,5.0,88606.95545635572,40.0,70.0
274,78.0,165621.75588945398,100.0,69.0
275,85.0,109671.6834392426,60.0,28.0
276,93.0,148796.525895016,81.0,79.0
277,14.0,120663.77084334569,60.0,34.0
278,84.0,101043.56730774244,40.0,68.0
279,33.0,107898.07692847808,60.0,57.0
280,63.0,158239.17808424757,100.0,45.0
281,28.0,121614.22911772186,41.0,48.0
282,40.0,92313.21021555812,40.0,38.0
283,29.0,127707.08059901558,80.0,24.0
284,65.0,110171.85928719798,60.0,56.0
285,68.0,143664.54902216946,80.0,37.0
286,17.0,86808.66839423781,40.0,38.0
287,71.0,122724.09830474878,41.0,78.0
288,47.0,107512.90928753234,41.0,40.0
289,80.0,110810.07981336456,60.0,60.0
290,9.0,77542.90563471908,20.0,30.0
291,50.0,128074.09761120318,80.0,30.0
292,73.0,119604.2711831369,41.0,43.0
293,52.0,145805.68615210825,61.0,34.0
294,7.0,103093.12602411507,21.0,80.0
295,97.0,163637.08869736167,100.0,43.0
296,96.0,109984.7518148812,60.0,22.0
297,63.0,96160.18915377918,21.0,25.0
298,39.0,141822.774400238,80.0,23.0
299,37.0,97730.58755477142,40.0,60.0
300,91.0,155744.22813593116,100.0,75.0
301,10.0,85824.50624422346,21.0,78.0
302,58.0,118864.83435036916,60.0,26.0
303,71.0,99959.84412336753,21.0,22.0
304,92.0,101254.9560618552,40.0,26.0
305,58.0,148600.22233648636,100.0,25.0
306,51.0,54665.87113771532,1.0,31.0
307,74.0,144739.02746241383,61.0,26.0
308,93.0,116802.249796719,41.0,27.0
309,38.0,123877.68982910045,60.0,47.0
310,84.0,158197.04684662327,100.0,32.0
311,64.0,161991.32296585914,100.0,42.0
312,0.0,66428.17953244483,20.0,44.0
313,54.0,101537.49212635188,21.0,47.0
314,59.0,124057.55772190032,60.0,75.0
315,18.0,95520.8155301711,40.0,78.0
316,33.0,129960.39656781222,80.0,53.0
317,59.0,87305.27956350554,21.0,73.0
318,25.0,162175.24991064586,81.0,41.0
319,38.0,65545.92313981007,20.0,54.0
320,61.0,75382.36211247653,1.0,67.0
321,32.0,124272.1048739604,41.0,62.0
322,41.0,105342.07484949609,21.0,31.0
323,15.0,61380.36230134063,1.0,36.0
324,65.0,174765.97858080734,100.0,34.0
325,96.0,57176.45041821689,1.0,36.0
326,72.0,172455.37899098377,81.0,56.0
327,75.0,133759.5310457304,80.0,51.0
328,20.0,145557.22394121133,80.0,69.0
329,0.0,87476.28076039854,21.0,23.0
330,30.0,159161.44841617232,81.0,80.0
331,27.0,124369.53024599249,41.0,76.0
332,44.0,78212.85462002162,20.0,57.0
333,31.0,86202.50486027906,40.0,30.0
334,25.0,94899.48005994056,40.0,35.0
335,22.0,105717.02917538596,40.0,35.0
336,17.0,86683.63682227343,21.0,73.0
337,17.0,54101.47775069196,1.0,72.0
338,59.0,140808.64961182047,80.0,51.0
339,62.0,114799.959739019,41.0,79.0
340,72.0,139945.20763238776,80.0,78.0
341,20.0,100681.40402089752,40.0,46.0
342,73.0,127510.93062666932,61.0,61.0
343,65.0,83537.32010348036,1.0,48.0
344,25.0,104181.04472249794,21.0,33.0
345,84.0,114215.1286058136,60.0,24.0
346,33.0,83824.44030769075,20.0,54.0
347,74.0,127559.68981277704,80.0,42.0
348,59.0,-31883.99047943656,20.0,65.0
349,48.0,55564.0057188765,1.0,42.0
350,22.0,55817.76513697723,1.0,47.0
351,22.0,54759.11182281955,1.0,41.0
352,59.0,127902.54059837236,80.0,54.0
353,90.0,172892.15061788814,81.0,80.0
354,87.0,143477.043649289,80.0,55.0
355,16.0,79906.1714732077,20.0,72.0
356,20.0,83430.39391994201,1.0,49.0
357,8.0,101063.45425263292,21.0,52.0
358,81.0,148058.04619777645,100.0,46.0
359,0.0,159630.82131873956,100.0,68.0
360,72.0,94022.35105261844,21.0,58.0
361,11.0,67345.3832817208,20.0,32.0
362,63.0,110930.95052599192,41.0,22.0
363,78.0,119331.48533965473,41.0,54.0
364,44.0,-69725.54635978385,20.0,71.0
365,21.0,71011.5347081265,1.0,25.0
366,92.0,151750.7707275051,100.0,28.0
367,28.0,114358.3482136404,41.0,43.0
368,55.0,133373.92271703886,80.0,52.0
369,68.0,131451.32645421394,61.0,30.0
370,48.0,113136.61927235228,41.0,64.0
371,84.0,83038.42741622377,1.0,26.0
372,77.0,-151112.2228028792,1.0,78.0
373,92.0,193307.34299196172,100.0,27.0
374,42.0,110610.39988997288,41.0,64.0
375,75.0,173354.99207939298,81.0,68.0
376,99.0,168217.97596974514,81.0,57.0
377,76.0,128229.8669949866,61.0,29.0
378,33.0,77929.98565853125,20.0,53.0
379,0.0,84288.58837983583,21.0,45.0
380,79.0,127027.95634686042,61.0,24.0
381,73.0,121576.78793927332,41.0,77.0
382,59.0,119191.69787000834,41.0,52.0
383,20.0,107959.69839185925,41.0,60.0
384,25.0,85518.79741831316,40.0,25.0
385,27.0,88319.69754474281,40.0,26.0
386,77.0,159647.1262288185,100.0,33.0
387,53.0,86827.33461971914,40.0,46.0
388,66.0,132703.27712255946,80.0,70.0
389,41.0,114414.11277722997,41.0,21.0
390,44.0,89797.94579017375,40.0,55.0
391,67.0,146066.47746740037,61.0,31.0
392,20.0,76850.27141087108,1.0,32.0
393,53.0,94203.02988209968,21.0,25.0
394,73.0,127600.31596851732,80.0,31.0
395,74.0,140196.12808784694,61.0,32.0
396,54.0,160030.71911984115,81.0,32.0
397,51.0,141482.09025834847,61.0,75.0
398,43.0,94758.37241186784,40.0,41.0
399,45.0,102407.34563323716,21.0,60.0
400,43.0,114579.38093690458,41.0,80.0
401,76.0,180203.1197276741,81.0,47.0
402,81.0,177659.53985369843,100.0,68.0
403,79.0,117677.366460214,41.0,48.0
404,22.0,88252.18073402747,21.0,24.0
405,21.0,77954.07723889759,20.0,28.0
406,44.0,157141.949706767,81.0,67.0
407,9.0,53913.341260902795,1.0,68.0
408,45.0,119140.26899343978,60.0,32.0
409,75.0,116860.9186460984,41.0,44.0
410,38.0,125082.31387842176,41.0,41.0
411,43.0,-10747.368463290506,20.0,72.0
412,79.0,62079.89749789292,1.0,52.0
413,79.0,123991.9209338059,41.0,72.0
414,83.0,111138.13685424531,41.0,29.0
415,54.0,154977.54016222854,81.0,56.0
416,2.0,92157.50194577148,40.0,77.0
417,73.0,107594.068450502,41.0,21.0
418,41.0,71784.45818578107,1.0,44.0
419,23.0,102263.2224266128,40.0,53.0
420,62.0,151851.27734821115,100.0,50.0
421,64.0,122307.7430280433,41.0,38.0
422,95.0,174251.8481598326,81.0,77.0
423,64.0,79380.07868096817,1.0,49.0
424,12.0,121956.6076809428,60.0,69.0
425,22.0,243121.8668672864,81.0,67.0
426,58.0,153348.43495571558,81.0,33.0
427,66.0,103839.53748354454,21.0,58.0
428,21.0,141134.72843382735,80.0,22.0
429,26.0,137704.00707085832,80.0,41.0
430,39.0,122455.45766020168,60.0,50.0
431,87.0,167412.03549453814,100.0,35.0
432,27.0,112660.75630060871,41.0,55.0
433,43.0,110675.43896439792,41.0,41.0
434,76.0,140672.33110642643,80.0,23.0
435,28.0,87427.0486171137,21.0,75.0
436,50.0,88733.66636407709,40.0,63.0
437,21.0,78407.95948521371,1.0,56.0
438,86.0,230507.45348477477,81.0,55.0
439,3.0,133408.54019365422,61.0,79.0
440,3.0,49207.05461842028,20.0,71.0
441,55.0,102548.76999998564,21.0,48.0
442,99.0,133746.06180939722,80.0,60.0
443,1.0,123061.5707264324,41.0,56.0
444,17.0,54923.64154372113,1.0,21.0
445,53.0,75637.2684113465,20.0,27.0
446,69.0,97151.6486442872,21.0,77.0
447,70.0,125268.41109311293,60.0,37.0
448,64.0,135297.39120515846,61.0,44.0
449,14.0,57942.49750453674,1.0,22.0
450,12.0,47896.7346500658,20.0,37.0
451,80.0,115166.44209398028,41.0,49.0
452,38.0,116424.07841298432,60.0,30.0
453,59.0,135662.59522207273,80.0,50.0
454,37.0,132662.92262285727,80.0,38.0
455,40.0,99744.58476421068,40.0,26.0
456,6.0,92779.49531655514,40.0,49.0
457,60.0,126582.87245345868,61.0,57.0
458,15.0,71898.05223569136,1.0,71.0
459,57.0,139301.14127151694,61.0,67.0
460,0.0,49964.56479620149,20.0,64.0
461,26.0,87962.80049562088,21.0,31.0
462,35.0,98258.61892312812,40.0,56.0
463,56.0,89837.53259367018,40.0,51.0
464,41.0,165585.2267472733,100.0,59.0
465,60.0,95198.87440926164,40.0,52.0
466,16.0,80873.40794904949,1.0,41.0
467,95.0,203900.54050927865,81.0,37.0
468,83.0,131838.82513660187,80.0,28.0
469,71.0,90402.29681057615,21.0,46.0
470,59.0,134391.91630345184,61.0,32.0
471,65.0,147107.5555437121,80.0,41.0
472,6.0,72171.99525935805,1.0,73.0
473,37.0,95053.51349955564,40.0,31.0
474,79.0,157801.7537938084,81.0,47.0
475,57.0,140980.58135539046,61.0,21.0
476,74.0,112196.2001758755,41.0,48.0
477,64.0,164309.13599432568,100.0,54.0
478,66.0,113129.27495907526,60.0,66.0
479,67.0,162959.97555381042,100.0,73.0
480,65.0,90099.1879678873,21.0,31.0
481,53.0,91416.40831980812,21.0,71.0
482,73.0,172914.914663887,100.0,68.0
483,12.0,89077.59980765419,21.0,29.0
484,56.0,-84455.35160852014,20.0,54.0
485,74.0,174291.80219120384,81.0,68.0
486,54.0,90924.29341645428,40.0,77.0
487,61.0,115989.99997611716,60.0,72.0
488,77.0,84734.44367157479,40.0,47.0
489,54.0,117063.88858041471,60.0,48.0
490,48.0,74133.9527761799,20.0,56.0
491,18.0,91400.15337868284,40.0,78.0
492,39.0,116423.3943490532,41.0,51.0
493,44.0,132085.86290279016,80.0,56.0
494,7.0,84735.43545655716,40.0,45.0
495,97.0,162306.07456934438,81.0,53.0
496,47.0,120955.68769982524,41.0,25.0
497,7.0,94551.24993895402,21.0,53.0
498,39.0,107646.76687131984,60.0,29.0
499,72.0,167122.29552291968,81.0,76.0
500,69.0,142854.5713217947,80.0,27.0
501,43.0,125268.45116661236,41.0,46.0
502,43.0,87798.39293756674,21.0,30.0
503,52.0,78289.53945610818,1.0,61.0
504,96.0,164541.5856916395,81.0,74.0
505,81.0,153493.44504780328,81.0,44.0
506,97.0,217966.03758575465,100.0,25.0
507,53.0,140261.14394354544,61.0,31.0
508,60.0,142561.54670586772,80.0,49.0
509,58.0,118556.27975998622,60.0,63.0
510,34.0,61191.53780730176,1.0,73.0
511,19.0,90204.84485320991,21.0,22.0
512,56.0,147151.86307429342,80.0,75.0
513,19.0,86923.55598544053,21.0,21.0
514,25.0,146267.57398161455,61.0,74.0
515,8.0,81762.6750483147,20.0,68.0
516,47.0,150031.25532968465,81.0,36.0
517,63.0,114063.38452506256,60.0,54.0
518,25.0,89508.91717554846,21.0,39.0
519,82.0,172093.6733230882,100.0,46.0
520,7.0,117645.02964441512,60.0,55.0
521,19.0,85690.33961482855,40.0,67.0
522,14.0,117914.00238558478,60.0,27.0
523,15.0,102110.54610530974,40.0,42.0
524,79.0,147900.88112376153,61.0,21.0
525,23.0,113909.66742368577,60.0,50.0
526,61.0,55716.579357258845,1.0,58.0
527,19.0,98448.56759409072,21.0,71.0
528,77.0,-46857.50892185129,1.0,23.0
529,29.0,136211.21871674812,61.0,32.0
530,5.0,109934.95808865702,41.0,69.0
531,1.0,34961.22116570349,20.0,29.0
532,30.0,144554.20520674315,61.0,26.0
533,9.0,129398.64975881508,61.0,75.0
534,71.0,147695.5805761903,80.0,78.0
535,19.0,97591.84188840934,40.0,36.0
536,18.0,62295.07701577565,1.0,41.0
537,44.0,129354.73405520526,80.0,56.0
538,2.0,65053.84787349198,20.0,76.0
539,28.0,84935.74127682361,21.0,62.0
540,49.0,106611.1986898548,41.0,80.0
541,81.0,135060.3697727022,61.0,22.0
542,45.0,175469.3859353449,81.0,64.0
543,20.0,54405.781385322174,1.0,59.0
544,6.0,54398.95970192806,1.0,32.0
545,76.0,165375.00652208936,81.0,77.0
546,67.0,98347.5236668613,40.0,73.0
547,23.0,53218.30221632057,1.0,56.0
548,89.0,115477.27298573135,60.0,44.0
549,75.0,149648.2537161577,81.0,73.0
550,9.0,77268.85103704268,20.0,47.0
551,41.0,129902.86816995428,80.0,41.0
552,24.0,88469.2554189634,21.0,35.0
553,15.0,92538.27782081536,21.0,49.0
554,55.0,74266.7913280848,20.0,56.0
555,45.0,165157.06140146597,100.0,39.0
556,61.0,162770.64426483912,100.0,58.0
557,79.0,170892.4022332796,100.0,75.0
558,77.0,133491.00519646896,80.0,48.0
559,82.0,138744.76342799256,61.0,47.0
560,29.0,163846.16131944713,81.0,74.0
561,54.0,136767.5419551517,61.0,57.0
562,18.0,52303.77119497998,1.0,23.0
563,86.0,137983.81030525904,80.0,66.0
564,75.0,151611.06917790967,81.0,51.0
565,83.0,153814.82929506604,81.0,39.0
566,40.0,90112.13546773854,21.0,61.0
567,28.0,86089.09854447604,21.0,31.0
568,32.0,57863.92449174014,20.0,36.0
569,12.0,53814.62342836184,1.0,80.0
570,82.0,125619.63368271056,60.0,40.0
571,96.0,133874.3106680903,80.0,66.0
572,74.0,92877.18581350896,40.0,40.0
573,83.0,119972.80582693811,41.0,46.0
574,79.0,138589.58765591803,61.0,41.0
575,33.0,110587.52107561743,60.0,56.0
576,13.0,76879.29352133187,20.0,79.0
577,9.0,53993.94555433703,1.0,63.0
578,13.0,91823.48164888185,40.0,61.0
579,25.0,152464.78676472555,100.0,65.0
580,26.0,116884.76597936956,60.0,46.0
581,41.0,163481.7905109906,81.0,31.0
582,33.0,98174.90280873598,40.0,64.0
583,0.0,53854.83586741502,1.0,54.0
584,20.0,77293.78625954351,20.0,67.0
585,60.0,140196.2332123601,80.0,72.0
586,44.0,167591.15315200936,100.0,78.0
587,15.0,92905.84666474548,40.0,71.0
588,47.0,136285.45774481312,80.0,31.0
589,6.0,53995.9382347569,1.0,57.0
590,19.0,83629.6782080075,1.0,70.0
591,2.0,77156.60646853509,1.0,56.0
592,70.0,161065.6172946327,81.0,69.0
593,21.0,71610.70250893243,1.0,72.0
594,22.0,91138.27572583144,40.0,58.0
595,11.0,107489.28484972812,41.0,63.0
596,30.0,77819.13232814321,20.0,54.0
597,69.0,88699.69414180814,40.0,50.0
598,57.0,145450.40460281793,61.0,54.0
599,94.0,184261.59024434508,81.0,22.0
600,66.0,154772.37949044612,100.0,70.0
601,91.0,132994.74005869153,61.0,24.0
602,45.0,112311.02065539712,60.0,78.0
603,6.0,53641.279343646274,1.0,79.0
604,10.0,42355.84003816349,20.0,76.0
605,26.0,111095.0381325126,60.0,56.0
606,12.0,100572.15428431102,21.0,22.0
607,21.0,55425.81965979658,20.0,79.0
608,62.0,84443.16452820145,21.0,49.0
609,94.0,151656.70382582967,100.0,78.0
610,54.0,117593.13225233767,41.0,43.0
611,80.0,160626.82224513273,81.0,66.0
612,6.0,117668.93311604824,60.0,72.0
613,20.0,43208.964882199885,1.0,61.0
614,99.0,134245.37427224996,80.0,33.0
615,71.0,142358.62076181627,61.0,69.0
616,47.0,56022.61408450789,20.0,33.0
617,92.0,136080.6586595212,61.0,56.0
618,8.0,103788.60613153898,21.0,22.0
619,97.0,142853.8822043579,80.0,68.0
620,41.0,77956.38004782393,1.0,37.0
621,12.0,112869.3886373428,41.0,71.0
622,21.0,131187.43053556298,61.0,23.0
623,62.0,160015.66535540836,100.0,41.0
624,93.0,163133.6777938117,100.0,32.0
625,18.0,80464.81187503657,1.0,30.0
626,58.0,169226.07361405087,81.0,50.0
627,3.0,68286.25365493554,1.0,32.0
628,23.0,107514.85939501128,41.0,48.0
629,79.0,143565.8077656544,80.0,60.0
630,78.0,108085.70141001488,41.0,78.0
631,17.0,96092.37568704507,40.0,36.0
632,76.0,146882.06618997542,61.0,66.0
633,14.0,77765.2765223018,20.0,26.0
634,91.0,115273.42270522816,60.0,42.0
