,score,salary,happiness,Age
96,31.0,81809.05787954335,20.0,45.0
97,72.0,117920.21736521636,60.0,59.0
98,33.0,122941.59169283698,60.0,43.0
99,73.0,127510.93062666932,61.0,61.0
100,64.0,111647.92751846128,41.0,60.0
101,28.0,82978.58738621522,20.0,54.0
102,69.0,153274.72294113046,81.0,47.0
103,70.0,146325.82395603743,80.0,47.0
104,43.0,110935.394173805,41.0,32.0
105,50.0,88733.66636407709,40.0,63.0
106,71.0,157359.5647908348,81.0,52.0
107,60.0,142561.54670586772,80.0,49.0
108,57.0,139301.14127151694,61.0,67.0
109,20.0,100681.40402089752,40.0,46.0
110,41.0,80003.5017248836,20.0,54.0
111,37.0,114593.79880636126,60.0,41.0
112,79.0,135863.4436792755,61.0,47.0
113,74.0,143544.33631111466,61.0,42.0
114,51.0,110786.26357606056,60.0,64.0
115,69.0,113852.26487216138,41.0,46.0
116,61.0,121011.40949631332,60.0,33.0
117,32.0,124272.1048739604,41.0,62.0
118,75.0,147146.3695400657,61.0,48.0
119,59.0,134391.91630345184,61.0,32.0
120,59.0,140808.64961182047,80.0,51.0
121,75.0,151611.06917790967,81.0,51.0
122,61.0,144478.80521794443,80.0,57.0
123,23.0,77163.00684764625,20.0,52.0
124,48.0,125165.30052896516,41.0,35.0
125,25.0,111020.76379679998,41.0,63.0
126,24.0,103125.7263930064,40.0,38.0
127,37.0,110261.5735428002,60.0,58.0
128,25.0,103056.72147443412,40.0,37.0
129,25.0,92636.50094480968,21.0,44.0
130,62.0,160615.07241752627,81.0,44.0
131,60.0,111851.0611487912,41.0,34.0
132,65.0,147107.5555437121,80.0,41.0
133,52.0,145805.68615210825,61.0,34.0
134,18.0,109940.03058885156,41.0,54.0
135,56.0,102071.79465880242,40.0,67.0
136,22.0,77631.9485417985,20.0,45.0
137,47.0,87676.4418187011,21.0,56.0
138,81.0,132731.82398916967,61.0,45.0
139,32.0,97981.3614503275,40.0,33.0
140,54.0,154977.54016222854,81.0,56.0
141,20.0,107959.69839185925,41.0,60.0
142,77.0,155775.241853183,81.0,45.0
143,77.0,161363.9032923596,81.0,49.0
144,22.0,91138.27572583144,40.0,58.0
145,27.0,73320.95691657605,20.0,42.0
146,32.0,114473.34135283792,60.0,43.0
147,58.0,130529.26075629868,61.0,70.0
148,79.0,140252.11679152068,61.0,57.0
149,59.0,135662.59522207273,80.0,50.0
150,33.0,110587.52107561743,60.0,56.0
151,79.0,157801.7537938084,81.0,47.0
152,53.0,140261.14394354544,61.0,31.0
153,82.0,137010.06192685454,61.0,48.0
154,79.0,138589.58765591803,61.0,41.0
155,18.0,93514.48866151537,40.0,52.0
156,45.0,119140.26899343978,60.0,32.0
157,40.0,90112.13546773854,21.0,61.0
158,68.0,123773.022563882,41.0,54.0
159,20.0,95325.29335076844,21.0,48.0
160,66.0,97559.86040914076,40.0,61.0
161,64.0,122307.7430280433,41.0,38.0
162,28.0,84935.74127682361,21.0,62.0
163,64.0,153831.21963869996,81.0,39.0
164,25.0,89508.91717554846,21.0,39.0
165,82.0,138744.76342799256,61.0,47.0
166,46.0,72177.20609670879,20.0,45.0
167,37.0,95053.51349955564,40.0,31.0
168,65.0,144262.77162360548,80.0,62.0
169,58.0,169226.07361405087,81.0,50.0
170,66.0,113129.27495907526,60.0,66.0
171,17.0,91299.79805736824,21.0,47.0
172,38.0,65545.92313981007,20.0,54.0
173,73.0,170010.97040810404,81.0,50.0
174,76.0,161377.69634525751,81.0,42.0
175,80.0,114303.2816786768,60.0,47.0
176,82.0,128076.33541429468,61.0,42.0
177,66.0,87433.84188000149,40.0,43.0
178,74.0,112196.2001758755,41.0,48.0
179,33.0,91045.64368853655,21.0,36.0
180,81.0,153493.44504780328,81.0,44.0
181,33.0,107898.07692847808,60.0,57.0
182,36.0,106264.62279052682,60.0,59.0
183,48.0,74133.9527761799,20.0,56.0
184,63.0,147678.32165974556,80.0,64.0
185,25.0,94899.48005994056,40.0,35.0
186,70.0,153495.05528436828,81.0,63.0
187,69.0,88699.69414180814,40.0,50.0
188,73.0,140805.48287306537,61.0,34.0
189,25.0,131063.97543183951,61.0,49.0
190,55.0,133373.92271703886,80.0,52.0
191,18.0,93153.78791036656,21.0,57.0
192,50.0,80465.52554641549,20.0,42.0
193,15.0,92538.27782081536,21.0,49.0
194,75.0,133759.5310457304,80.0,51.0
195,22.0,105717.02917538596,40.0,35.0
196,54.0,120641.24359285575,41.0,69.0
197,68.0,143664.54902216946,80.0,37.0
198,81.0,141065.34233087406,80.0,54.0
199,68.0,131451.32645421394,61.0,30.0
200,49.0,150089.7683570536,81.0,43.0
201,75.0,145945.0486151518,61.0,63.0
202,26.0,116884.76597936956,60.0,46.0
203,79.0,135313.22746921968,61.0,63.0
204,25.0,129776.00948198725,61.0,56.0
205,82.0,125619.63368271056,60.0,40.0
206,53.0,95950.34623416264,21.0,51.0
207,71.0,170122.59024105404,81.0,42.0
208,63.0,113503.50508031932,60.0,69.0
209,35.0,62670.73294383793,20.0,43.0
210,19.0,98050.837715691,21.0,57.0
211,72.0,167537.33733765082,81.0,40.0
212,36.0,106661.77742794824,41.0,28.0
213,15.0,102110.54610530974,40.0,42.0
214,72.0,172455.37899098377,81.0,56.0
215,79.0,143565.8077656544,80.0,60.0
216,77.0,133491.00519646896,80.0,48.0
217,12.0,84578.66579161063,21.0,47.0
218,73.0,119604.2711831369,41.0,43.0
219,16.0,89324.7421951967,40.0,49.0
220,30.0,145492.9236374066,61.0,60.0
221,54.0,131025.6662814377,80.0,49.0
222,55.0,150370.98238728233,81.0,37.0
223,50.0,97697.47558993268,40.0,72.0
224,24.0,88469.2554189634,21.0,35.0
225,47.0,122723.14966329202,41.0,71.0
226,67.0,146066.47746740037,61.0,31.0
227,74.0,133262.09510665835,80.0,42.0
228,80.0,141890.77185730607,61.0,62.0
229,47.0,112947.82373176578,60.0,30.0
230,55.0,135139.9137666644,61.0,27.0
231,57.0,161886.52121823523,81.0,64.0
232,75.0,116860.9186460984,41.0,44.0
233,57.0,128568.89006405558,80.0,48.0
234,74.0,140196.12808784694,61.0,32.0
235,59.0,127902.54059837236,80.0,54.0
236,19.0,97591.84188840934,40.0,36.0
237,62.0,107107.1434628792,60.0,68.0
238,56.0,138643.7009067491,61.0,27.0
239,45.0,102407.34563323716,21.0,60.0
240,71.0,142358.62076181627,61.0,69.0
241,85.0,155937.3652092623,81.0,58.0
242,16.0,107184.4035924411,41.0,38.0
243,53.0,91138.4260362346,21.0,60.0
244,61.0,115989.99997611716,60.0,72.0
245,20.0,90857.7292623395,40.0,64.0
246,26.0,111095.0381325126,60.0,56.0
247,20.0,104608.18314467142,21.0,44.0
248,77.0,128012.82243046342,61.0,32.0
249,83.0,153814.82929506604,81.0,39.0
250,28.0,118633.36753817405,60.0,37.0
251,74.0,123354.4518328278,41.0,55.0
252,40.0,99744.58476421068,40.0,26.0
253,67.0,170033.079964607,81.0,37.0
254,54.0,101537.49212635188,21.0,47.0
255,41.0,94879.20728030243,21.0,66.0
256,87.0,143477.043649289,80.0,55.0
257,46.0,116070.85945670158,60.0,28.0
258,17.0,101967.5389247502,21.0,57.0
259,55.0,74266.7913280848,20.0,56.0
260,89.0,147898.8688366318,80.0,48.0
261,87.0,142102.59377860714,80.0,46.0
262,23.0,113909.66742368577,60.0,50.0
263,80.0,110810.07981336456,60.0,60.0
264,81.0,162943.67224238932,81.0,62.0
265,81.0,167432.3727341961,81.0,60.0
266,32.0,88339.11247317243,21.0,31.0
267,23.0,126467.14719259476,61.0,42.0
268,38.0,116424.07841298432,60.0,30.0
269,54.0,159816.8361538991,81.0,66.0
270,11.0,98432.56942682984,40.0,45.0
271,16.0,84433.9236103502,21.0,64.0
272,76.0,146882.06618997542,61.0,66.0
273,17.0,96092.37568704507,40.0,36.0
274,58.0,153348.43495571558,81.0,33.0
275,58.0,118864.83435036916,60.0,26.0
276,67.0,128482.97774930608,80.0,40.0
277,55.0,102548.76999998564,21.0,48.0
278,28.0,86089.09854447604,21.0,31.0
279,86.0,146699.31321374467,80.0,60.0
280,27.0,100699.94751118124,21.0,65.0
281,8.0,89581.20657453734,21.0,48.0
282,50.0,129499.66465547188,80.0,56.0
283,59.0,142071.39897690827,80.0,33.0
284,21.0,120923.48088168594,60.0,45.0
285,79.0,125642.9776603001,61.0,32.0
286,43.0,89889.6532276469,40.0,27.0
287,14.0,93841.60756939527,40.0,61.0
288,59.0,124057.55772190032,60.0,75.0
289,82.0,145333.15230491175,61.0,62.0
290,73.0,160044.80943771225,81.0,33.0
291,33.0,124942.17908087034,41.0,29.0
292,20.0,121047.10415460829,60.0,48.0
293,74.0,92877.18581350896,40.0,40.0
294,49.0,132734.7762931339,80.0,60.0
295,26.0,87962.80049562088,21.0,31.0
296,51.0,94095.74572847744,40.0,26.0
297,7.0,88053.63284366425,21.0,48.0
298,74.0,127559.68981277704,80.0,42.0
299,35.0,98426.4125110999,21.0,32.0
300,9.0,75117.83544708617,20.0,44.0
301,62.0,127813.49389536692,61.0,25.0
302,31.0,86202.50486027906,40.0,30.0
303,58.0,180706.9014231944,81.0,52.0
304,33.0,138323.7569514715,61.0,31.0
305,53.0,132420.8169329193,80.0,63.0
306,78.0,119331.48533965473,41.0,54.0
307,79.0,117677.366460214,41.0,48.0
308,10.0,98991.2529663432,21.0,48.0
309,62.0,84443.16452820145,21.0,49.0
310,75.0,144103.03666246153,61.0,69.0
311,76.0,128229.8669949866,61.0,29.0
312,17.0,96796.76223330406,21.0,64.0
313,24.0,108546.29261107044,60.0,46.0
314,57.0,117698.1040890052,41.0,26.0
315,51.0,141482.09025834847,61.0,75.0
316,76.0,180203.1197276741,81.0,47.0
317,80.0,115166.44209398028,41.0,49.0
318,43.0,87798.39293756674,21.0,30.0
319,70.0,161065.6172946327,81.0,69.0
320,47.0,150031.25532968465,81.0,36.0
321,17.0,86808.66839423781,40.0,38.0
322,80.0,160626.82224513273,81.0,66.0
323,39.0,112720.9244202511,60.0,29.0
324,47.0,120955.68769982524,41.0,25.0
325,13.0,91823.48164888185,40.0,61.0
326,44.0,132085.86290279016,80.0,56.0
327,38.0,87346.16501217373,40.0,27.0
328,40.0,72181.46604341257,20.0,31.0
329,33.0,77328.42295853204,20.0,70.0
330,46.0,81970.44756691394,20.0,68.0
331,7.0,94551.24993895402,21.0,53.0
332,47.0,166491.68195144692,81.0,38.0
333,57.0,104828.10897971436,21.0,50.0
334,29.0,136211.21871674812,61.0,32.0
335,81.0,136983.50604045967,61.0,68.0
336,60.0,117691.69681902407,41.0,26.0
337,76.0,146449.78461762,61.0,69.0
338,43.0,122246.0115416529,60.0,25.0
339,54.0,160030.71911984115,81.0,32.0
340,71.0,142454.46938726233,80.0,70.0
341,64.0,141697.1098999958,61.0,75.0
342,22.0,124938.70563026267,41.0,32.0
343,14.0,93918.00361203446,21.0,65.0
344,73.0,116181.61406963576,60.0,28.0
345,26.0,61558.36593697328,20.0,65.0
346,11.0,107489.28484972812,41.0,63.0
347,61.0,91439.8309404607,21.0,58.0
348,27.0,102537.05408341745,40.0,26.0
349,48.0,97792.08723095458,21.0,32.0
350,49.0,148800.86701993304,81.0,68.0
351,50.0,97936.34329443752,21.0,66.0
352,29.0,56390.18046669292,20.0,62.0
353,44.0,129354.73405520526,80.0,56.0
354,62.0,94843.72025583078,21.0,55.0
355,32.0,57863.92449174014,20.0,36.0
356,60.0,101435.700417354,21.0,53.0
357,8.0,101063.45425263292,21.0,52.0
358,65.0,110003.69531131005,60.0,73.0
359,17.0,65025.43843981256,20.0,64.0
360,89.0,115477.27298573135,60.0,44.0
361,8.0,116931.63071182104,41.0,55.0
362,47.0,122133.19189120176,41.0,24.0
363,25.0,104181.04472249794,21.0,33.0
364,10.0,86394.38060714112,40.0,53.0
365,70.0,136189.09790084438,61.0,75.0
366,22.0,67767.92141136463,20.0,68.0
367,11.0,102669.36511207164,21.0,59.0
368,90.0,144560.0788946903,61.0,44.0
369,19.0,85690.33961482855,40.0,67.0
370,39.0,107646.76687131984,60.0,29.0
371,39.0,97939.04554666171,21.0,29.0
372,56.0,159864.53463508026,81.0,30.0
373,40.0,138003.96068732248,80.0,61.0
374,64.0,141609.1693138077,61.0,76.0
375,46.0,111055.95543080986,60.0,75.0
376,87.0,157472.60372913064,81.0,65.0
377,25.0,54879.96672302468,20.0,61.0
378,65.0,166335.12466469398,81.0,30.0
379,9.0,118303.26764146064,41.0,59.0
380,80.0,106325.08864026215,60.0,64.0
381,80.0,181807.35660388743,81.0,55.0
382,92.0,136080.6586595212,61.0,56.0
383,37.0,90975.54030894784,21.0,27.0
384,77.0,84734.44367157479,40.0,47.0
385,48.0,135709.8528392751,80.0,67.0
386,4.0,70807.67589850526,20.0,52.0
387,6.0,108175.9610161824,41.0,45.0
388,75.0,137271.30171702214,61.0,26.0
389,44.0,157141.949706767,81.0,67.0
390,89.0,143776.3136510082,61.0,39.0
391,61.0,133111.20088479389,61.0,78.0
392,60.0,140196.2332123601,80.0,72.0
393,65.0,144612.9868190288,80.0,73.0
394,39.0,77427.50078442281,20.0,27.0
395,41.0,105342.07484949609,21.0,31.0
396,90.0,148002.7864567224,61.0,55.0
397,62.0,124664.33309463438,60.0,22.0
398,22.0,55817.76513697723,1.0,47.0
399,31.0,106986.19757714149,41.0,23.0
400,19.0,105119.1189859858,40.0,28.0
401,27.0,67682.52986492022,1.0,51.0
402,66.0,132703.27712255946,80.0,70.0
403,62.0,123092.45330839515,60.0,22.0
404,4.0,79084.89503904343,20.0,41.0
405,6.0,92779.49531655514,40.0,49.0
406,52.0,124862.10959212515,60.0,79.0
407,96.0,150757.10851427668,81.0,44.0
408,84.0,165904.93304668606,81.0,67.0
409,75.0,173354.99207939298,81.0,68.0
410,79.0,153559.0458647324,81.0,29.0
411,22.0,102500.08636950764,21.0,69.0
412,74.0,174291.80219120384,81.0,68.0
413,76.0,122691.4345653762,41.0,34.0
414,55.0,108405.53376852986,60.0,76.0
415,74.0,144739.02746241383,61.0,26.0
416,92.0,142399.56198324636,61.0,57.0
417,83.0,119972.80582693811,41.0,46.0
418,26.0,65998.22815533177,1.0,43.0
419,66.0,142823.5541742169,80.0,27.0
420,1.0,75626.53924191756,20.0,51.0
421,48.0,59080.35647704106,20.0,35.0
422,41.0,114414.11277722997,41.0,21.0
423,67.0,98347.5236668613,40.0,73.0
424,85.0,114963.38693645252,60.0,66.0
425,91.0,115273.42270522816,60.0,42.0
426,4.0,85653.72594458974,21.0,39.0
427,37.0,111052.46184087884,41.0,79.0
428,19.0,73973.83181899236,20.0,71.0
429,78.0,143986.54870229593,61.0,72.0
430,69.0,142854.5713217947,80.0,27.0
431,86.0,137983.81030525904,80.0,66.0
432,27.0,88319.69754474281,40.0,26.0
433,23.0,53218.30221632057,1.0,56.0
434,41.0,129902.86816995428,80.0,41.0
435,75.0,149648.2537161577,81.0,73.0
436,97.0,162306.07456934438,81.0,53.0
437,25.0,122390.2786533012,60.0,71.0
438,82.0,172093.6733230882,100.0,46.0
439,5.0,63005.02723064388,20.0,53.0
440,37.0,134805.06508819986,80.0,60.0
441,96.0,155660.27291945484,81.0,59.0
442,78.0,116837.8787093172,41.0,33.0
443,18.0,62295.07701577565,1.0,41.0
444,34.0,84778.97772904173,21.0,75.0
445,25.0,113739.72717938718,60.0,32.0
446,14.0,105128.27461475597,21.0,35.0
447,68.0,174789.29728534794,81.0,70.0
448,54.0,90924.29341645428,40.0,77.0
449,44.0,143943.03934319693,61.0,23.0
450,48.0,159809.7794661374,81.0,30.0
451,0.0,84288.58837983583,21.0,45.0
452,57.0,140980.58135539046,61.0,21.0
453,82.0,128874.28566192972,80.0,35.0
454,49.0,106611.1986898548,41.0,80.0
455,19.0,98448.56759409072,21.0,71.0
456,28.0,87427.0486171137,21.0,75.0
457,87.0,176631.22050999038,100.0,52.0
458,13.0,50691.12239924104,1.0,52.0
459,25.0,98594.28506392035,21.0,27.0
460,45.0,175469.3859353449,81.0,64.0
461,18.0,106055.50148864274,60.0,53.0
462,43.0,114579.38093690458,41.0,80.0
463,10.0,94925.32909021928,40.0,67.0
464,84.0,184067.73042628675,100.0,54.0
465,16.0,79906.1714732077,20.0,72.0
466,56.0,147151.86307429342,80.0,75.0
467,75.0,105233.76117587186,40.0,29.0
468,45.0,112311.02065539712,60.0,78.0
469,11.0,59185.945550517856,20.0,62.0
470,15.0,92905.84666474548,40.0,71.0
471,47.0,136285.45774481312,80.0,31.0
472,53.0,91416.40831980812,21.0,71.0
473,7.0,117026.6177364985,41.0,63.0
474,79.0,164031.93604732625,81.0,28.0
475,25.0,101907.35816235236,40.0,23.0
476,45.0,123303.49236578244,60.0,80.0
477,7.0,84735.43545655716,40.0,45.0
478,62.0,128551.13199335478,80.0,30.0
479,8.0,81762.6750483147,20.0,68.0
480,63.0,110930.95052599192,41.0,22.0
481,17.0,86683.63682227343,21.0,73.0
482,81.0,161503.81966520584,100.0,48.0
483,67.0,128295.44778364369,80.0,30.0
484,0.0,96483.84161317916,21.0,52.0
485,68.0,133813.77648239202,61.0,79.0
486,20.0,82130.14889301971,20.0,26.0
487,87.0,147656.65124053886,80.0,30.0
488,70.0,151051.77448824316,81.0,25.0
489,73.0,127600.31596851732,80.0,31.0
490,27.0,124369.53024599249,41.0,76.0
491,93.0,143170.53839712523,61.0,39.0
492,30.0,142434.30571737615,80.0,48.0
493,73.0,136906.277167647,80.0,27.0
494,1.0,99462.50506973236,21.0,47.0
495,64.0,164309.13599432568,100.0,54.0
496,66.0,187444.1996625028,100.0,55.0
497,5.0,107763.91462484175,41.0,63.0
498,7.0,65556.21994820499,20.0,64.0
499,95.0,145002.3223057518,61.0,45.0
500,44.0,100391.09176001875,21.0,73.0
501,12.0,89077.59980765419,21.0,29.0
502,47.0,56022.61408450789,20.0,33.0
503,86.0,163964.77036906383,81.0,70.0
504,99.0,150804.19623865254,81.0,58.0
505,21.0,78407.95948521371,1.0,56.0
506,56.0,111815.67125811146,60.0,21.0
507,11.0,67345.3832817208,20.0,32.0
508,37.0,89182.29246878691,40.0,79.0
509,31.0,149972.56878877434,81.0,59.0
510,79.0,127027.95634686042,61.0,24.0
511,71.0,140809.6571833244,61.0,78.0
512,12.0,112869.3886373428,41.0,71.0
513,4.0,92776.38285784516,40.0,42.0
514,11.0,51139.23050354469,20.0,52.0
515,75.0,149306.93871750293,81.0,25.0
516,83.0,115495.68137503996,41.0,63.0
517,31.0,74496.06773812088,1.0,40.0
518,92.0,140742.44349776738,80.0,66.0
519,24.0,98779.98963490751,40.0,78.0
520,37.0,82262.73014304167,20.0,23.0
521,89.0,147784.70471265414,80.0,30.0
522,94.0,113925.4107221358,60.0,42.0
523,37.0,132662.92262285727,80.0,38.0
524,71.0,90402.29681057615,21.0,46.0
525,23.0,89398.72907001438,40.0,76.0
526,76.0,169630.19808736106,100.0,38.0
527,25.0,85518.79741831316,40.0,25.0
528,53.0,75637.2684113465,20.0,27.0
529,91.0,128805.6969118425,61.0,67.0
530,72.0,180253.0436981496,81.0,31.0
531,23.0,119071.11285107562,41.0,77.0
532,33.0,129960.39656781222,80.0,53.0
533,22.0,88252.18073402747,21.0,24.0
534,6.0,98301.96457436663,21.0,66.0
535,39.0,93787.2073408238,21.0,23.0
536,99.0,163054.47523955855,81.0,41.0
537,53.0,153952.26773729664,81.0,76.0
538,12.0,129675.44871251044,61.0,58.0
539,40.0,49958.289785152825,1.0,54.0
540,0.0,66428.17953244483,20.0,44.0
541,20.0,83430.39391994201,1.0,49.0
542,59.0,134553.5285032807,80.0,75.0
543,30.0,144554.20520674315,61.0,26.0
544,5.0,66912.82329954424,1.0,55.0
545,15.0,61380.36230134063,1.0,36.0
546,41.0,71784.45818578107,1.0,44.0
547,86.0,161146.4679568441,81.0,28.0
548,98.0,171188.54988893442,81.0,44.0
549,66.0,103839.53748354454,21.0,58.0
550,18.0,80118.89101234886,1.0,42.0
551,21.0,71852.49756741073,1.0,36.0
552,62.0,114799.959739019,41.0,79.0
553,49.0,90211.3934881138,21.0,75.0
554,51.0,83939.60845497498,20.0,74.0
555,87.0,167938.3540787003,81.0,70.0
556,97.0,116722.43671023576,60.0,51.0
557,4.0,62555.90524879023,1.0,56.0
558,41.0,163481.7905109906,81.0,31.0
559,64.0,161991.32296585914,100.0,42.0
560,99.0,168217.97596974514,81.0,57.0
561,22.0,114598.75025942962,41.0,78.0
562,61.0,162770.64426483912,100.0,58.0
563,78.0,146656.7175269141,80.0,76.0
564,17.0,78094.88302466227,20.0,25.0
565,25.0,63225.7206249668,20.0,26.0
566,47.0,128781.07576707474,80.0,31.0
567,47.0,130053.86049207528,80.0,71.0
568,11.0,118997.15274651482,60.0,45.0
569,50.0,128074.09761120318,80.0,30.0
570,97.0,146090.9611091779,61.0,53.0
571,63.0,171954.25962780154,81.0,75.0
572,63.0,158239.17808424757,100.0,45.0
573,88.0,187776.4775354277,100.0,59.0
574,22.0,115897.35016980694,60.0,72.0
575,38.0,79968.95575180177,1.0,46.0
576,72.0,167122.29552291968,81.0,76.0
577,70.0,113593.35534203883,60.0,21.0
578,13.0,82961.45261838537,1.0,51.0
579,52.0,135321.22035945824,80.0,75.0
580,37.0,135555.3700070125,80.0,34.0
581,71.0,147695.5805761903,80.0,78.0
582,36.0,107261.39845520484,60.0,24.0
583,95.0,135613.362169458,61.0,35.0
584,16.0,80873.40794904949,1.0,41.0
585,20.0,43208.964882199885,1.0,61.0
586,26.0,89572.04189264897,40.0,22.0
587,53.0,94203.02988209968,21.0,25.0
588,89.0,147294.34696840448,61.0,68.0
589,79.0,188608.4296636705,81.0,62.0
590,68.0,187825.0619314027,100.0,63.0
591,78.0,138719.7911943463,61.0,22.0
592,10.0,130508.84876184388,61.0,56.0
593,5.0,99025.35602469862,40.0,34.0
594,70.0,109558.3687935838,41.0,77.0
595,65.0,138991.98791203427,80.0,23.0
596,7.0,79398.1759207963,1.0,51.0
597,77.0,156310.40864211388,100.0,61.0
598,3.0,73687.92876638958,20.0,33.0
599,60.0,127256.7669872238,80.0,27.0
600,65.0,90099.1879678873,21.0,31.0
601,72.0,172378.50987918407,100.0,67.0
602,14.0,66959.28802126613,1.0,34.0
603,96.0,124310.59422929096,60.0,36.0
604,62.0,160015.66535540836,100.0,41.0
605,75.0,126530.21038156438,80.0,28.0
606,24.0,89974.86438465782,40.0,22.0
607,96.0,180978.0585619994,100.0,44.0
608,13.0,46020.10356531761,20.0,45.0
609,11.0,104519.6206133753,40.0,74.0
610,65.0,125862.89227279412,80.0,27.0
611,83.0,131838.82513660187,80.0,28.0
612,43.0,107449.69187205116,60.0,21.0
613,89.0,190093.6654265225,100.0,60.0
614,5.0,90609.82027310134,40.0,66.0
615,80.0,162645.4242358929,81.0,24.0
616,89.0,141065.0094835868,61.0,71.0
617,17.0,98903.19422622386,21.0,75.0
618,94.0,161977.80275288215,81.0,69.0
619,72.0,94022.35105261844,21.0,58.0
620,95.0,178200.09708812466,81.0,60.0
621,15.0,61885.45141132735,20.0,28.0
622,1.0,123061.5707264324,41.0,56.0
623,81.0,123307.30206184898,60.0,77.0
624,76.0,140672.33110642643,80.0,23.0
625,74.0,152975.1161621475,100.0,41.0
626,25.0,146267.57398161455,61.0,74.0
627,85.0,109671.6834392426,60.0,28.0
628,73.0,172914.914663887,100.0,68.0
629,72.0,139945.20763238776,80.0,78.0
630,81.0,135060.3697727022,61.0,22.0
631,92.0,178133.76877617225,81.0,64.0
632,76.0,165375.00652208936,81.0,77.0
633,89.0,187625.6816403004,81.0,56.0
634,59.0,87305.27956350554,21.0,73.0
